,Time,IP1,IP2,Protocol,Pkt-size
4546,34.668106,172.16.155.40,74.125.250.44,UDP,100
4547,34.686624,74.125.250.44,172.16.155.40,UDP,908
4548,34.688004,172.16.155.40,172.16.155.20,TCP,54
4549,34.696303,74.125.250.44,172.16.155.40,UDP,184
4550,34.696303,74.125.250.44,172.16.155.40,UDP,180
4551,34.697339,74.125.250.44,172.16.155.40,UDP,163
4552,34.697339,74.125.250.44,172.16.155.40,UDP,189
4553,34.700328,74.125.250.44,172.16.155.40,UDP,170
4554,34.707095,74.125.250.44,172.16.155.40,UDP,807
4555,34.708795,172.16.155.40,74.125.250.44,UDP,88
4556,34.709121,Cisco_88:0e:91,Cisco_88:0e:91,LOOP,60
4557,34.709149,74.125.250.44,172.16.155.40,UDP,807
4558,34.711022,74.125.250.44,172.16.155.40,UDP,178
4559,34.736098,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
4560,34.746188,74.125.250.44,172.16.155.40,UDP,819
4561,34.759611,172.16.155.40,74.125.250.44,UDP,84
4562,34.79192,172.16.155.40,74.125.250.44,UDP,97
4563,34.799486,74.125.250.44,172.16.155.40,UDP,184
4564,34.799486,74.125.250.44,172.16.155.40,UDP,175
4565,34.799486,74.125.250.44,172.16.155.40,UDP,177
4566,34.802957,74.125.250.44,172.16.155.40,UDP,170
4567,34.810348,172.16.155.40,74.125.250.44,UDP,84
4568,34.811428,172.16.155.40,74.125.250.44,UDP,81
4569,34.817777,74.125.250.44,172.16.155.40,UDP,883
4570,34.821939,74.125.250.44,172.16.155.40,UDP,188
4571,34.835079,74.125.250.44,172.16.155.40,UDP,100
4572,34.839138,74.125.250.44,172.16.155.40,UDP,132
4573,34.861672,172.16.155.40,74.125.250.44,UDP,80
4574,34.86308,74.125.250.44,172.16.155.40,UDP,849
4575,34.902432,74.125.250.44,172.16.155.40,UDP,189
4576,34.902432,74.125.250.44,172.16.155.40,UDP,179
4577,34.903506,74.125.250.44,172.16.155.40,UDP,168
4578,34.903506,74.125.250.44,172.16.155.40,UDP,183
4579,34.91262,172.16.155.40,74.125.250.44,UDP,84
4580,34.918642,74.125.250.44,172.16.155.40,UDP,184
4581,34.929305,74.125.250.44,172.16.155.40,UDP,939
4582,34.931409,172.16.155.40,142.251.42.46,TCP,1514
4583,34.931409,172.16.155.40,142.251.42.46,TLSv1.2,525
4584,34.931437,172.16.155.40,142.251.42.46,TLSv1.2,148
4585,34.931859,172.16.155.33,239.255.255.250,SSDP,216
4586,34.932402,142.251.42.46,172.16.155.40,TCP,60
4587,34.932402,142.251.42.46,172.16.155.40,TCP,60
4588,34.932402,142.251.42.46,172.16.155.40,TCP,60
4589,34.934074,74.125.250.44,172.16.155.40,UDP,923
4590,34.936501,172.16.155.2,224.0.0.2,HSRP,62
4591,34.945819,172.16.155.40,74.125.250.44,UDP,100
4592,34.963528,172.16.155.40,74.125.250.44,UDP,84
4593,34.966809,74.125.250.44,172.16.155.40,UDP,115
4594,34.967864,74.125.250.44,172.16.155.40,UDP,852
4595,34.981074,74.125.250.44,172.16.155.40,UDP,81
4596,35.005505,74.125.250.44,172.16.155.40,UDP,160
4597,35.005505,74.125.250.44,172.16.155.40,UDP,139
4598,35.005505,74.125.250.44,172.16.155.40,UDP,161
4599,35.005505,74.125.250.44,172.16.155.40,UDP,160
4600,35.014459,172.16.155.40,74.125.250.44,UDP,88
4601,35.018231,74.125.250.44,172.16.155.40,UDP,156
4602,35.022263,74.125.250.44,172.16.155.40,UDP,1017
4603,35.051562,74.125.250.44,172.16.155.40,UDP,893
4604,35.053587,74.125.250.44,172.16.155.40,UDP,108
4605,35.064043,74.125.250.44,172.16.155.40,UDP,81
4606,35.065334,172.16.155.40,74.125.250.44,UDP,84
4607,35.087479,74.125.250.44,172.16.155.40,UDP,923
4608,35.091062,172.16.155.20,172.16.155.17,TCP,168
4609,35.091062,172.16.155.20,172.16.155.17,TCP,168
4610,35.092117,74.125.250.44,172.16.155.40,UDP,923
4611,35.093167,172.16.155.40,74.125.250.44,UDP,100
4612,35.101187,172.16.155.40,74.125.250.44,UDP,100
4613,35.107138,74.125.250.44,172.16.155.40,UDP,153
4614,35.107138,74.125.250.44,172.16.155.40,UDP,164
4615,35.110291,74.125.250.44,172.16.155.40,UDP,154
4616,35.110291,74.125.250.44,172.16.155.40,UDP,163
4617,35.116073,172.16.155.40,74.125.250.44,UDP,84
4618,35.119822,74.125.250.44,172.16.155.40,UDP,153
4619,35.140863,74.125.250.44,172.16.155.40,UDP,684
4620,35.15964,142.251.42.46,172.16.155.40,TLSv1.2,745
4621,35.16066,142.251.42.46,172.16.155.40,TLSv1.2,1484
4622,35.160702,172.16.155.40,142.251.42.46,TCP,54
4623,35.161591,142.251.42.46,172.16.155.40,TLSv1.2,1514
4624,35.161591,142.251.42.46,172.16.155.40,TLSv1.2,1454
4625,35.161618,172.16.155.40,142.251.42.46,TCP,54
4626,35.164079,142.251.42.46,172.16.155.40,TLSv1.2,1484
4627,35.164079,142.251.42.46,172.16.155.40,TLSv1.2,999
4628,35.164105,172.16.155.40,142.251.42.46,TCP,54
4629,35.166844,172.16.155.40,74.125.250.44,UDP,80
4630,35.170989,142.251.42.46,172.16.155.40,TLSv1.2,93
4631,35.171223,172.16.155.40,142.251.42.46,TLSv1.2,93
4632,35.171989,142.251.42.46,172.16.155.40,TCP,60
4633,35.186506,172.16.155.40,74.125.250.44,UDP,100
4634,35.19162,74.125.250.44,172.16.155.40,UDP,686
4635,35.211427,74.125.250.44,172.16.155.40,UDP,101
4636,35.211585,172.16.155.40,74.125.250.44,UDP,97
4637,35.217077,172.16.155.40,74.125.250.44,UDP,80
4638,35.231372,172.16.155.40,74.125.250.44,UDP,81
4639,35.243019,74.125.250.44,172.16.155.40,UDP,100
4640,35.256907,74.125.250.44,172.16.155.40,UDP,1022
4641,35.267103,172.16.155.40,74.125.250.44,UDP,80
4642,35.293742,74.125.250.44,172.16.155.40,UDP,100
4643,35.293742,74.125.250.44,172.16.155.40,UDP,132
4644,35.338754,74.125.250.44,172.16.155.40,UDP,879
4645,35.344797,74.125.250.44,172.16.155.40,UDP,880
4646,35.368044,172.16.155.40,74.125.250.44,UDP,80
4647,35.386053,74.125.250.44,172.16.155.40,UDP,131
4648,35.387136,74.125.250.44,172.16.155.40,UDP,656
4649,35.405772,74.125.250.44,172.16.155.40,UDP,81
4650,35.41703,74.125.250.44,172.16.155.40,UDP,756
4651,35.418397,172.16.155.40,74.125.250.44,UDP,84
4652,35.459307,74.125.250.44,172.16.155.40,UDP,1198
4653,35.463358,74.125.250.44,172.16.155.40,UDP,116
4654,35.469011,172.16.155.40,74.125.250.44,UDP,80
4655,35.483636,74.125.250.44,172.16.155.40,UDP,81
4656,35.513879,172.16.155.40,74.125.250.44,UDP,84
4657,35.513925,74.125.250.44,172.16.155.40,UDP,777
4658,35.516379,74.125.250.44,172.16.155.40,UDP,794
4659,35.519632,172.16.155.40,74.125.250.44,UDP,84
4660,35.541067,74.125.250.44,172.16.155.40,UDP,141
4661,35.548416,74.125.250.44,172.16.155.40,UDP,670
4662,35.569769,172.16.155.40,74.125.250.44,UDP,80
4663,35.576106,172.16.155.40,74.125.250.44,UDP,100
4664,35.578498,74.125.250.44,172.16.155.40,UDP,870
4665,35.578846,172.16.155.40,74.125.250.44,UDP,124
4666,35.600024,172.16.155.40,74.125.250.44,UDP,148
4667,35.618586,74.125.250.44,172.16.155.40,UDP,101
4668,35.62049,172.16.155.40,74.125.250.44,UDP,80
4669,35.631186,74.125.250.44,172.16.155.40,UDP,1041
4670,35.6314,172.16.155.40,74.125.250.44,UDP,113
4671,35.649798,74.125.250.44,172.16.155.40,UDP,100
4672,35.651346,172.16.155.40,74.125.250.44,UDP,81
4673,35.671486,172.16.155.40,74.125.250.44,UDP,80
4674,35.689291,74.125.250.44,172.16.155.40,UDP,162
4675,35.703838,74.125.250.44,172.16.155.40,UDP,845
4676,35.708056,74.125.250.44,172.16.155.40,UDP,100
4677,35.711688,74.125.250.44,172.16.155.40,UDP,846
4678,35.711688,74.125.250.44,172.16.155.40,UDP,159
4679,35.72169,172.16.155.40,74.125.250.44,UDP,84
4680,35.7283,172.16.155.40,172.217.160.174,TCP,55
4681,35.731776,74.125.250.44,172.16.155.40,UDP,154
4682,35.741174,74.125.250.44,172.16.155.40,UDP,157
4683,35.749941,172.16.155.40,74.125.250.44,UDP,100
4684,35.759801,74.125.250.44,172.16.155.40,UDP,155
4685,35.772496,172.16.155.40,74.125.250.44,UDP,84
4686,35.778471,74.125.250.44,172.16.155.40,UDP,730
4687,35.779505,172.217.160.174,172.16.155.40,TCP,66
4688,35.789942,74.125.250.44,172.16.155.40,UDP,811
4689,35.809517,74.125.250.44,172.16.155.40,UDP,152
4690,35.812651,74.125.250.44,172.16.155.40,UDP,137
4691,35.813693,74.125.250.44,172.16.155.40,UDP,1103
4692,35.823155,74.125.250.44,172.16.155.40,UDP,127
4693,35.823193,172.16.155.40,74.125.250.44,UDP,84
4694,35.827291,74.125.250.44,172.16.155.40,UDP,115
4695,35.827291,74.125.250.44,172.16.155.40,UDP,81
4696,35.838992,74.125.250.44,172.16.155.40,UDP,123
4697,35.838992,74.125.250.44,172.16.155.40,UDP,132
4698,35.839487,172.16.155.40,74.125.250.44,UDP,100
4699,35.860421,74.125.250.44,172.16.155.40,UDP,121
4700,35.86319,172.16.155.40,157.240.228.60,TLSv1.2,85
4701,35.864246,157.240.228.60,172.16.155.40,TCP,60
4702,35.874223,172.16.155.40,74.125.250.44,UDP,84
4703,35.891603,74.125.250.44,172.16.155.40,UDP,876
4704,35.897753,74.125.250.44,172.16.155.40,UDP,876
4705,35.907066,74.125.250.44,172.16.155.40,UDP,574
4706,35.908138,74.125.250.44,172.16.155.40,UDP,144
4707,35.914231,172.16.155.40,74.125.250.44,UDP,124
4708,35.918512,74.125.250.44,172.16.155.40,UDP,81
4709,35.92507,Cisco_0c:0f:bd,Broadcast,ARP,60
4710,35.925127,172.16.155.40,74.125.250.44,UDP,84
4711,35.941735,74.125.250.44,172.16.155.40,UDP,776
4712,35.977077,172.16.155.40,74.125.250.44,UDP,80
4713,35.983651,74.125.250.44,172.16.155.40,UDP,846
4714,36.024023,74.125.250.44,172.16.155.40,UDP,708
4715,36.025106,74.125.250.44,172.16.155.40,UDP,708
4716,36.027942,172.16.155.40,74.125.250.44,UDP,84
4717,36.028028,74.125.250.44,172.16.155.40,UDP,137
4718,36.028028,74.125.250.44,172.16.155.40,UDP,101
4719,36.051835,172.16.155.40,74.125.250.44,UDP,97
4720,36.055159,74.125.250.44,172.16.155.40,UDP,669
4721,36.071513,172.16.155.40,74.125.250.44,UDP,81
4722,36.078026,172.16.155.40,74.125.250.44,UDP,84
4723,36.091737,Tp-LinkT_a0:b7:53,Broadcast,ARP,60
4724,36.10898,74.125.250.44,172.16.155.40,UDP,100
4725,36.112932,157.240.228.60,172.16.155.40,TLSv1.2,92
4726,36.140768,74.125.250.44,172.16.155.40,UDP,717
4727,36.153905,172.16.155.40,157.240.228.60,TCP,54
4728,36.178618,172.16.155.40,74.125.250.44,UDP,80
4729,36.187844,74.125.250.44,172.16.155.40,UDP,686
4730,36.216289,74.125.250.44,172.16.155.40,UDP,115
4731,36.227234,74.125.250.44,172.16.155.40,UDP,869
4732,36.229414,172.16.155.40,74.125.250.44,UDP,84
4733,36.230352,74.125.250.44,172.16.155.40,UDP,870
4734,36.235912,74.125.250.44,172.16.155.40,UDP,81
4735,36.26095,74.125.250.44,172.16.155.40,UDP,676
4736,36.278201,74.125.250.44,172.16.155.40,UDP,119
4737,36.279455,172.16.155.40,74.125.250.44,UDP,84
4738,36.292417,172.16.155.40,20.198.162.78,TLSv1.2,155
4739,36.293299,20.198.162.78,172.16.155.40,TCP,60
4740,36.3009,74.125.250.44,172.16.155.40,UDP,81
4741,36.301884,74.125.250.44,172.16.155.40,UDP,1014
4742,36.321257,172.16.155.40,74.125.250.44,UDP,100
4743,36.329984,172.16.155.40,74.125.250.44,UDP,80
4744,36.341041,74.125.250.44,172.16.155.40,UDP,772
4745,36.344359,20.198.162.78,172.16.155.40,TLSv1.2,225
4746,36.380052,172.16.155.40,74.125.250.44,UDP,80
4747,36.384978,172.16.155.40,20.198.162.78,TCP,54
4748,36.390073,74.125.250.44,172.16.155.40,UDP,858
4749,36.392092,74.125.250.44,172.16.155.40,UDP,858
4750,36.417344,74.125.250.44,172.16.155.40,UDP,542
4751,36.431275,172.16.155.40,74.125.250.44,UDP,84
4752,36.43816,74.125.250.44,172.16.155.40,UDP,128
4753,36.43816,74.125.250.44,172.16.155.40,UDP,101
4754,36.468702,74.125.250.44,172.16.155.40,UDP,535
4755,36.469032,172.16.155.40,74.125.250.44,UDP,100
4756,36.471453,172.16.155.40,74.125.250.44,UDP,97
4757,36.482278,172.16.155.40,74.125.250.44,UDP,84
4758,36.483148,172.16.155.40,74.125.250.44,UDP,100
4759,36.491495,172.16.155.40,74.125.250.44,UDP,81
4760,36.517777,74.125.250.44,172.16.155.40,UDP,100
4761,36.518847,74.125.250.44,172.16.155.40,UDP,856
4762,36.53324,172.16.155.40,74.125.250.44,UDP,80
4763,36.547205,74.125.250.44,172.16.155.40,UDP,188
4764,36.547205,74.125.250.44,172.16.155.40,UDP,169
4765,36.55878,74.125.250.44,172.16.155.40,UDP,194
4766,36.566781,74.125.250.44,172.16.155.40,UDP,1123
4767,36.578131,172.16.155.40,74.125.250.44,UDP,100
4768,36.584106,172.16.155.40,74.125.250.44,UDP,84
4769,36.615648,74.125.250.44,172.16.155.40,UDP,898
4770,36.634172,172.16.155.40,74.125.250.44,UDP,80
4771,36.645426,74.125.250.44,172.16.155.40,UDP,187
4772,36.645426,74.125.250.44,172.16.155.40,UDP,170
4773,36.645426,74.125.250.44,172.16.155.40,UDP,186
4774,36.646514,74.125.250.44,172.16.155.40,UDP,131
4775,36.646514,74.125.250.44,172.16.155.40,UDP,186
4776,36.65625,74.125.250.44,172.16.155.40,UDP,181
4777,36.662706,74.125.250.44,172.16.155.40,UDP,779
4778,36.684668,172.16.155.40,74.125.250.44,UDP,88
4779,36.689303,172.16.155.20,172.16.155.17,TCP,78
4780,36.691369,172.16.155.20,172.16.155.17,TCP,78
4781,36.703436,74.125.250.44,172.16.155.40,UDP,136
4782,36.706834,74.125.250.44,172.16.155.40,UDP,81
4783,36.719411,172.16.155.40,74.125.250.44,UDP,148
4784,36.719877,74.125.250.44,172.16.155.40,UDP,900
4785,36.72141,74.125.250.44,172.16.155.40,UDP,81
4786,36.735478,172.16.155.40,74.125.250.44,UDP,84
4787,36.739112,Cisco_88:0e:91,Spanning-tree-(for-bridges)_00,STP,60
4788,36.739393,172.16.155.40,74.125.250.44,UDP,100
4789,36.745837,74.125.250.44,172.16.155.40,UDP,193
4790,36.745837,74.125.250.44,172.16.155.40,UDP,182
4791,36.745837,74.125.250.44,172.16.155.40,UDP,185
4792,36.745837,74.125.250.44,172.16.155.40,UDP,185
4793,36.749148,172.16.155.40,74.125.250.44,UDP,84
4794,36.75434,74.125.250.44,172.16.155.40,UDP,184
4795,36.786448,172.16.155.40,74.125.250.44,UDP,84
4796,36.801768,74.125.250.44,172.16.155.40,UDP,1065
4797,36.837063,172.16.155.40,74.125.250.44,UDP,80
4798,36.838964,74.125.250.44,172.16.155.40,UDP,132
4799,36.840035,74.125.250.44,172.16.155.40,UDP,972
4800,36.84725,74.125.250.44,172.16.155.40,UDP,173
4801,36.84725,74.125.250.44,172.16.155.40,UDP,179
4802,36.84725,74.125.250.44,172.16.155.40,UDP,184
4803,36.84725,74.125.250.44,172.16.155.40,UDP,182
4804,36.863702,74.125.250.44,172.16.155.40,UDP,181
4805,36.865231,74.125.250.44,172.16.155.40,UDP,900
4806,36.887784,172.16.155.40,74.125.250.44,UDP,88
4807,36.891665,172.16.155.40,74.125.250.44,UDP,113
4808,36.893048,74.125.250.44,172.16.155.40,UDP,946
4809,36.911716,172.16.155.40,74.125.250.44,UDP,81
4810,36.927148,74.125.250.44,172.16.155.40,UDP,100
4811,36.936728,74.125.250.44,172.16.155.40,UDP,936
4812,36.938446,172.16.155.40,74.125.250.44,UDP,80
4813,36.938873,74.125.250.44,172.16.155.40,UDP,936
4814,36.950701,74.125.250.44,172.16.155.40,UDP,179
4815,36.950701,74.125.250.44,172.16.155.40,UDP,184
4816,36.950701,74.125.250.44,172.16.155.40,UDP,180
4817,36.950701,74.125.250.44,172.16.155.40,UDP,184
4818,36.96145,74.125.250.44,172.16.155.40,UDP,166
4819,36.98116,74.125.250.44,172.16.155.40,UDP,632
4820,36.986495,74.125.250.44,172.16.155.40,UDP,100
4821,36.986793,172.16.155.40,74.125.250.44,UDP,100
4822,36.989202,172.16.155.40,74.125.250.44,UDP,88
4823,37.008848,172.16.155.40,74.125.250.44,STUN,154
4824,37.028322,74.125.250.44,172.16.155.40,STUN,134
4825,37.030323,74.125.250.44,172.16.155.40,UDP,827
4826,37.040049,172.16.155.40,74.125.250.44,UDP,80
4827,37.052802,74.125.250.44,172.16.155.40,UDP,162
4828,37.052802,74.125.250.44,172.16.155.40,UDP,174
4829,37.052802,74.125.250.44,172.16.155.40,UDP,175
4830,37.052802,74.125.250.44,172.16.155.40,UDP,175
4831,37.052802,74.125.250.44,172.16.155.40,UDP,177
4832,37.090899,172.16.155.40,74.125.250.44,UDP,84
4833,37.095066,74.125.250.44,172.16.155.40,UDP,853
4834,37.095066,74.125.250.44,172.16.155.40,UDP,115
4835,37.095066,74.125.250.44,172.16.155.40,UDP,81
4836,37.117467,74.125.250.44,172.16.155.40,UDP,117
4837,37.131182,74.125.250.44,172.16.155.40,UDP,144
4838,37.137776,74.125.250.44,172.16.155.40,UDP,81
4839,37.141545,172.16.155.40,74.125.250.44,UDP,84
4840,37.144831,74.125.250.44,172.16.155.40,UDP,738
4841,37.146321,74.125.250.44,172.16.155.40,UDP,739
4842,37.154104,74.125.250.44,172.16.155.40,UDP,165
4843,37.154104,74.125.250.44,172.16.155.40,UDP,139
4844,37.154104,74.125.250.44,172.16.155.40,UDP,169
4845,37.154104,74.125.250.44,172.16.155.40,UDP,172
4846,37.159307,74.125.250.44,172.16.155.40,UDP,152
4847,37.177572,74.125.250.44,172.16.155.40,UDP,145
4848,37.192359,172.16.155.40,74.125.250.44,UDP,88
4849,37.199618,74.125.250.44,172.16.155.40,UDP,758
4850,37.24027,74.125.250.44,172.16.155.40,UDP,704
4851,37.243095,172.16.155.40,74.125.250.44,UDP,80
4852,37.258739,74.125.250.44,172.16.155.40,UDP,138
4853,37.258739,74.125.250.44,172.16.155.40,UDP,142
4854,37.259808,74.125.250.44,172.16.155.40,UDP,140
4855,37.259808,74.125.250.44,172.16.155.40,UDP,144
4856,37.267478,172.16.155.40,74.125.250.44,UDP,100
4857,37.268755,74.125.250.44,172.16.155.40,UDP,691
4858,37.276926,74.125.250.44,172.16.155.40,UDP,157
4859,37.293807,172.16.155.40,74.125.250.44,UDP,84
4860,37.311573,172.16.155.40,74.125.250.44,UDP,97
4861,37.311793,74.125.250.44,172.16.155.40,UDP,721
4862,37.315356,74.125.250.44,172.16.155.40,UDP,721
4863,37.331524,172.16.155.40,74.125.250.44,UDP,81
4864,37.335176,74.125.250.44,172.16.155.40,UDP,100
4865,37.335176,74.125.250.44,172.16.155.40,UDP,144
4866,37.335176,74.125.250.44,172.16.155.40,UDP,144
4867,37.335176,74.125.250.44,172.16.155.40,UDP,144
4868,37.34419,172.16.155.40,74.125.250.44,UDP,80
4869,37.352519,74.125.250.44,172.16.155.40,UDP,577
4870,37.360074,74.125.250.44,172.16.155.40,UDP,165
4871,37.360074,74.125.250.44,172.16.155.40,UDP,158
4872,37.361201,74.125.250.44,172.16.155.40,UDP,153
4873,37.361201,74.125.250.44,172.16.155.40,UDP,185
4874,37.375564,74.125.250.44,172.16.155.40,UDP,171
4875,37.386195,74.125.250.44,172.16.155.40,UDP,100
4876,37.391259,172.16.155.40,74.125.250.44,UDP,100
4877,37.394181,172.16.155.40,74.125.250.44,UDP,84
4878,37.3971,74.125.250.44,172.16.155.40,UDP,674
4879,37.445172,172.16.155.40,74.125.250.44,UDP,80
4880,37.454285,74.125.250.44,172.16.155.40,UDP,833
4881,37.461222,74.125.250.44,172.16.155.40,UDP,187
4882,37.461222,74.125.250.44,172.16.155.40,UDP,188
4883,37.461222,74.125.250.44,172.16.155.40,UDP,174
4884,37.461222,74.125.250.44,172.16.155.40,UDP,191
4885,37.473842,74.125.250.44,172.16.155.40,UDP,180
4886,37.477972,172.16.155.40,74.125.250.44,UDP,100
4887,37.487109,74.125.250.44,172.16.155.40,UDP,115
4888,37.49707,172.16.155.40,74.125.250.44,UDP,88
4889,37.497325,74.125.250.44,172.16.155.40,UDP,81
4890,37.49944,74.125.250.44,172.16.155.40,UDP,870
4891,37.501111,74.125.250.44,172.16.155.40,UDP,871
4892,37.505428,172.16.155.3,224.0.0.2,HSRP,62
4893,37.539012,74.125.250.44,172.16.155.40,UDP,116
4894,37.547868,74.125.250.44,172.16.155.40,UDP,300
4895,37.547868,74.125.250.44,172.16.155.40,UDP,456
4896,37.548037,172.16.155.40,74.125.250.44,UDP,84
4897,37.548958,74.125.250.44,172.16.155.40,UDP,458
4898,37.548958,74.125.250.44,172.16.155.40,UDP,458
4899,37.552345,74.125.250.44,172.16.155.40,UDP,458
4900,37.552345,74.125.250.44,172.16.155.40,UDP,458
4901,37.555442,74.125.250.44,172.16.155.40,UDP,458
4902,37.556434,74.125.250.44,172.16.155.40,UDP,458
4903,37.557569,74.125.250.44,172.16.155.40,UDP,458
4904,37.55927,74.125.250.44,172.16.155.40,UDP,458
4905,37.561958,74.125.250.44,172.16.155.40,UDP,458
4906,37.561958,74.125.250.44,172.16.155.40,UDP,458
4907,37.562762,74.125.250.44,172.16.155.40,UDP,81
4908,37.563792,74.125.250.44,172.16.155.40,UDP,184
4909,37.563792,74.125.250.44,172.16.155.40,UDP,167
4910,37.564737,74.125.250.44,172.16.155.40,UDP,186
4911,37.564737,74.125.250.44,172.16.155.40,UDP,182
4912,37.581778,74.125.250.44,172.16.155.40,UDP,184
4913,37.597809,74.125.250.44,172.16.155.40,UDP,679
4914,37.59811,172.16.155.40,74.125.250.44,UDP,96
4915,37.598218,172.16.155.40,74.125.250.44,UDP,100
4916,37.619824,74.125.250.44,172.16.155.40,UDP,900
4917,37.64828,172.16.155.40,74.125.250.44,UDP,80
4918,37.666559,74.125.250.44,172.16.155.40,UDP,192
4919,37.666559,74.125.250.44,172.16.155.40,UDP,184
4920,37.666559,74.125.250.44,172.16.155.40,UDP,190
4921,37.666559,74.125.250.44,172.16.155.40,UDP,185
4922,37.671522,74.125.250.44,172.16.155.40,UDP,957
4923,37.682955,74.125.250.44,172.16.155.40,UDP,170
4924,37.699044,172.16.155.40,74.125.250.44,UDP,84
4925,37.729171,74.125.250.44,172.16.155.40,UDP,763
4926,37.731504,172.16.155.40,74.125.250.44,UDP,97
4927,37.749081,172.16.155.40,74.125.250.44,UDP,80
4928,37.751632,172.16.155.40,74.125.250.44,UDP,81
4929,37.752081,172.16.155.2,224.0.0.2,HSRP,62
4930,37.768752,74.125.250.44,172.16.155.40,UDP,172
4931,37.768752,74.125.250.44,172.16.155.40,UDP,164
4932,37.771685,74.125.250.44,172.16.155.40,UDP,181
4933,37.771685,74.125.250.44,172.16.155.40,UDP,189
4934,37.771685,74.125.250.44,172.16.155.40,UDP,183
4935,37.794001,74.125.250.44,172.16.155.40,UDP,100
4936,37.797171,74.125.250.44,172.16.155.40,UDP,841
4937,37.797467,172.16.155.40,74.125.250.44,UDP,84
4938,37.799444,172.16.155.40,74.125.250.44,UDP,84
4939,37.834453,74.125.250.44,172.16.155.40,UDP,779
4940,37.839781,74.125.250.44,172.16.155.40,UDP,132
4941,37.840198,172.16.155.40,74.125.250.44,UDP,100
4942,37.849955,172.16.155.40,74.125.250.44,UDP,80
4943,37.871295,74.125.250.44,172.16.155.40,UDP,168
4944,37.871295,74.125.250.44,172.16.155.40,UDP,190
4945,37.871295,74.125.250.44,172.16.155.40,UDP,186
4946,37.871295,74.125.250.44,172.16.155.40,UDP,186
4947,37.879923,74.125.250.44,172.16.155.40,UDP,187
4948,37.899812,74.125.250.44,172.16.155.40,UDP,828
4949,37.901225,172.16.155.40,74.125.250.44,UDP,84
4950,37.905686,74.125.250.44,172.16.155.40,UDP,828
4951,37.905686,74.125.250.44,172.16.155.40,UDP,131
4952,37.915873,74.125.250.44,172.16.155.40,UDP,81
4953,37.924178,172.16.155.40,74.125.250.44,UDP,148
4954,37.944703,74.125.250.44,172.16.155.40,UDP,597
4955,37.95222,172.16.155.40,74.125.250.44,UDP,84
4956,37.961188,74.125.250.44,172.16.155.40,UDP,132
4957,37.977944,74.125.250.44,172.16.155.40,UDP,184
4958,37.977944,74.125.250.44,172.16.155.40,UDP,182
4959,37.977944,74.125.250.44,172.16.155.40,UDP,190
4960,37.977944,74.125.250.44,172.16.155.40,UDP,183
4961,37.979039,74.125.250.44,172.16.155.40,UDP,176
4962,37.979039,74.125.250.44,172.16.155.40,UDP,562
4963,37.996912,74.125.250.44,172.16.155.40,UDP,81
4964,37.996912,74.125.250.44,172.16.155.40,UDP,185
4965,38.00316,172.16.155.40,74.125.250.44,UDP,88
4966,38.030895,74.125.250.44,172.16.155.40,UDP,744
4967,38.053175,172.16.155.40,74.125.250.44,UDP,80
4968,38.075385,74.125.250.44,172.16.155.40,UDP,166
4969,38.076473,74.125.250.44,172.16.155.40,UDP,182
4970,38.076473,74.125.250.44,172.16.155.40,UDP,186
4971,38.076501,74.125.250.44,172.16.155.40,UDP,184
4972,38.088505,74.125.250.44,172.16.155.40,UDP,1046
4973,38.098534,74.125.250.44,172.16.155.40,UDP,193
4974,38.101504,74.125.250.44,172.16.155.40,UDP,158
4975,38.105165,172.16.155.40,74.125.250.44,UDP,88
4976,38.118317,74.125.250.44,172.16.155.40,UDP,177
4977,38.121566,fe80::c19a:922a:b682:5927,ff02::1:2,DHCPv6,146
4978,38.13311,74.125.250.44,172.16.155.40,UDP,804
4979,38.138847,74.125.250.44,172.16.155.40,UDP,146
4980,38.151503,172.16.155.40,74.125.250.44,UDP,113
4981,38.155459,172.16.155.40,74.125.250.44,UDP,84
4982,38.161397,74.125.250.44,172.16.155.40,UDP,140
4983,38.171546,172.16.155.40,74.125.250.44,UDP,81
4984,38.174768,74.125.250.44,172.16.155.40,UDP,1049
4985,38.178291,74.125.250.44,172.16.155.40,UDP,188
4986,38.178291,74.125.250.44,172.16.155.40,UDP,179
4987,38.179331,74.125.250.44,172.16.155.40,UDP,178
4988,38.179331,74.125.250.44,172.16.155.40,UDP,186
4989,38.179331,74.125.250.44,172.16.155.40,UDP,119
4990,38.194182,74.125.250.44,172.16.155.40,UDP,181
4991,38.200061,74.125.250.44,172.16.155.40,UDP,121
4992,38.201575,74.125.250.44,172.16.155.40,UDP,100
4993,38.205822,172.16.155.40,74.125.250.44,UDP,88
4994,38.214447,74.125.250.44,172.16.155.40,UDP,769
4995,38.219543,74.125.250.44,172.16.155.40,UDP,117
4996,38.243581,74.125.250.44,172.16.155.40,UDP,117
4997,38.248866,74.125.250.44,172.16.155.40,UDP,917
4998,38.253059,74.125.250.44,172.16.155.40,UDP,917
4999,38.256103,172.16.155.40,74.125.250.44,UDP,84
5000,38.260804,74.125.250.44,172.16.155.40,UDP,118
5001,38.264157,172.16.155.40,74.125.250.44,UDP,100
5002,38.268983,172.16.155.40,74.125.250.44,UDP,100
5003,38.279518,74.125.250.44,172.16.155.40,UDP,126
5004,38.281256,142.250.196.74,172.16.155.40,TLSv1.2,138
5005,38.282277,142.250.196.74,172.16.155.40,TLSv1.2,85
5006,38.282277,142.250.196.74,172.16.155.40,TLSv1.2,93
